id_student,code_module,code_presentation,sum_click,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
526073,EEE,2013J,1449,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
526088,BBB,2013J,102,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
526098,DDD,2013J,676,M,North Region,Post Graduate Qualification,?,0-35,0,150,N,Withdrawn
526124,CCC,2014J,108,M,North Western Region,Lower Than A Level,40-50%,35-55,0,30,N,Withdrawn
526132,CCC,2014J,100,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,Y,Withdrawn
526151,FFF,2013B,3018,M,Ireland,A Level or Equivalent,0-10%,0-35,1,150,N,Pass
526158,DDD,2013J,555,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
526175,DDD,2014B,192,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
526177,BBB,2013J,168,F,Scotland,Lower Than A Level,40-50%,0-35,0,75,N,Pass
526200,BBB,2013B,725,F,South West Region,Lower Than A Level,60-70%,0-35,1,240,N,Fail
526235,CCC,2014B,584,M,Yorkshire Region,HE Qualification,40-50%,0-35,0,90,N,Withdrawn
526235,CCC,2014J,453,M,Yorkshire Region,HE Qualification,40-50%,35-55,1,90,N,Fail
526242,DDD,2013J,1333,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
526285,BBB,2014B,290,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
526303,FFF,2013B,1268,M,Ireland,HE Qualification,?,0-35,1,120,N,Withdrawn
526303,FFF,2014B,2303,M,Ireland,HE Qualification,?,0-35,3,120,N,Pass
526352,DDD,2014J,906,F,Wales,A Level or Equivalent,10-20,0-35,2,90,N,Pass
526356,FFF,2013B,11,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,150,N,Withdrawn
526370,BBB,2013B,532,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
526392,DDD,2013B,67,M,Wales,A Level or Equivalent,80-90%,0-35,1,120,N,Fail
526417,FFF,2013B,7186,F,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction
526426,DDD,2013B,75,M,Wales,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
526441,CCC,2014J,672,M,South East Region,Lower Than A Level,60-70%,0-35,0,150,N,Fail
526506,BBB,2013B,408,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,240,N,Withdrawn
526527,FFF,2013B,458,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
526547,CCC,2014B,151,F,Wales,HE Qualification,20-30%,0-35,0,90,N,Withdrawn
526549,FFF,2013B,2378,M,South Region,A Level or Equivalent,70-80%,0-35,1,180,N,Pass
526551,FFF,2013B,4022,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
526559,FFF,2013B,2830,F,London Region,Lower Than A Level,10-20,0-35,1,180,N,Pass
526564,CCC,2014B,3212,M,Wales,HE Qualification,40-50%,35-55,0,90,N,Withdrawn
526589,FFF,2013B,2907,M,East Anglian Region,Lower Than A Level,90-100%,35-55,1,120,N,Fail
526601,CCC,2014J,333,M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn
526601,FFF,2013J,4386,M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass
526659,DDD,2013J,338,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn
526679,DDD,2013J,2326,F,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
526699,DDD,2013B,47,F,South Region,Lower Than A Level,30-40%,0-35,1,120,Y,Withdrawn
526699,DDD,2014J,118,F,South Region,Lower Than A Level,30-40%,0-35,2,90,Y,Withdrawn
526721,FFF,2014J,4576,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Distinction
526741,CCC,2014J,827,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,Fail
526761,FFF,2013B,1263,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
526810,BBB,2013J,801,F,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
526818,FFF,2013B,3429,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
526819,FFF,2013B,2040,M,London Region,A Level or Equivalent,10-20,0-35,1,150,N,Fail
526819,FFF,2014J,2731,M,London Region,A Level or Equivalent,10-20,0-35,3,90,N,Fail
526821,FFF,2014B,2102,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
526876,CCC,2014B,1576,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Fail
526896,FFF,2013B,3302,M,Wales,Lower Than A Level,50-60%,0-35,0,60,Y,Pass
526912,DDD,2014J,1255,F,London Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn
526927,CCC,2014B,661,M,Scotland,A Level or Equivalent,10-20,0-35,0,120,N,Pass
526927,FFF,2013B,2447,M,Scotland,A Level or Equivalent,10-20,0-35,0,120,N,Pass
526980,FFF,2013B,1287,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
527020,BBB,2013B,233,F,South Region,Lower Than A Level,30-40%,35-55,0,120,Y,Pass
527039,GGG,2014J,214,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,Y,Fail
527081,DDD,2013B,431,M,London Region,Lower Than A Level,10-20,35-55,1,120,N,Withdrawn
527100,AAA,2014J,914,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,Distinction
527102,BBB,2014J,202,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail
527148,FFF,2013J,3336,M,North Western Region,HE Qualification,70-80%,0-35,0,150,N,Pass
527164,BBB,2013B,6095,F,South East Region,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction
527225,FFF,2013B,3474,F,Ireland,HE Qualification,?,0-35,0,120,N,Pass
527227,BBB,2013B,1117,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,1,120,N,Pass
527242,DDD,2014B,1226,F,Scotland,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn
527306,DDD,2013B,686,F,North Western Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail
527313,BBB,2013B,53,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail
527323,DDD,2013B,684,F,London Region,Lower Than A Level,10-20,0-35,1,120,N,Fail
527323,DDD,2014B,109,F,London Region,Lower Than A Level,10-20,0-35,3,90,N,Fail
527343,BBB,2013B,30,F,Wales,A Level or Equivalent,0-10%,0-35,1,120,N,Withdrawn
527382,BBB,2013B,46,F,Wales,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn
527393,BBB,2013J,815,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Pass
527400,BBB,2013B,855,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
527427,DDD,2013J,329,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass
527494,FFF,2013J,4156,M,South Region,Lower Than A Level,?,0-35,0,60,N,Pass
527505,FFF,2013B,54,M,South West Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn
527533,DDD,2013B,484,M,East Midlands Region,HE Qualification,50-60%,0-35,0,60,N,Withdrawn
527538,GGG,2014J,688,F,Wales,A Level or Equivalent,20-30%,0-35,0,30,N,Distinction
527565,FFF,2013J,1139,M,Wales,Lower Than A Level,20-30%,0-35,0,120,Y,Withdrawn
527574,DDD,2013J,3374,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
527580,BBB,2013J,1014,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
527601,FFF,2013B,673,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
527619,FFF,2013J,1947,M,Ireland,A Level or Equivalent,80-90%,0-35,0,120,Y,Withdrawn
527619,FFF,2014J,90,M,Ireland,A Level or Equivalent,80-90%,0-35,1,90,Y,Withdrawn
527622,FFF,2013B,3601,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
527636,BBB,2013J,441,F,Wales,A Level or Equivalent,0-10%,0-35,1,120,N,Fail
527659,BBB,2013B,63,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail
527685,FFF,2013B,2527,M,South Region,Lower Than A Level,50-60%,0-35,1,120,Y,Fail
527713,FFF,2013J,5545,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction
527742,BBB,2014J,14,F,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
527742,GGG,2013J,264,F,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Distinction
527744,FFF,2013B,1841,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
527744,FFF,2014B,238,F,Wales,A Level or Equivalent,10-20,0-35,2,120,N,Withdrawn
527747,DDD,2013B,858,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
527751,DDD,2013J,1046,M,South East Region,Lower Than A Level,10-20,35-55,0,60,N,Fail
527771,CCC,2014B,703,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
527771,EEE,2014B,445,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
527775,FFF,2013J,132,F,Scotland,HE Qualification,10-20,0-35,1,60,N,Fail
527789,DDD,2013B,80,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,90,N,Fail
527799,BBB,2013J,1071,M,London Region,A Level or Equivalent,10-20,35-55,1,60,N,Fail
527801,AAA,2014J,607,M,South West Region,Lower Than A Level,90-100%,35-55,0,120,N,Fail
527826,CCC,2014B,7549,F,Wales,HE Qualification,30-40%,0-35,0,90,N,Distinction
527886,BBB,2013B,960,F,North Western Region,Lower Than A Level,40-50%,0-35,1,120,N,Pass
527917,DDD,2013B,2875,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
527927,FFF,2013B,3052,M,North Region,Lower Than A Level,?,35-55,1,180,N,Withdrawn
527954,DDD,2013J,684,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,210,N,Fail
527958,CCC,2014J,366,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn
527964,CCC,2014B,946,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
527980,BBB,2013B,1597,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction
527991,FFF,2013B,852,M,South East Region,A Level or Equivalent,80-90%,0-35,1,120,N,Fail
528021,CCC,2014B,203,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
528021,EEE,2013J,1220,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
528023,CCC,2014B,385,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail
528034,DDD,2013B,1270,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
528056,BBB,2013J,43,F,South West Region,A Level or Equivalent,30-40%,0-35,1,60,N,Fail
528066,CCC,2014B,2173,M,Ireland,HE Qualification,70-80%,35-55,0,60,N,Pass
528071,FFF,2013B,67,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn
528075,FFF,2013B,3515,M,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
528083,CCC,2014B,158,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
528083,EEE,2013J,1802,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
528161,BBB,2013B,264,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
528175,BBB,2013B,224,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,150,Y,Withdrawn
528175,DDD,2014J,598,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,Y,Withdrawn
528184,DDD,2013B,2641,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,75,N,Pass
528204,BBB,2013J,33,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
528220,BBB,2013B,294,F,East Midlands Region,A Level or Equivalent,0-10%,35-55,1,180,N,Withdrawn
528250,BBB,2013B,512,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
528261,BBB,2013B,941,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,120,N,Distinction
528264,FFF,2013B,91,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,120,N,Withdrawn
528270,FFF,2013B,2058,F,South West Region,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn
528271,DDD,2013B,868,M,Wales,A Level or Equivalent,90-100%,0-35,0,75,N,Withdrawn
528290,CCC,2014J,658,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,Withdrawn
528302,FFF,2013B,39,M,North Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail
528330,DDD,2014B,9,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
528351,FFF,2013B,5019,M,North Western Region,A Level or Equivalent,40-50%,0-35,1,120,N,Distinction
528353,BBB,2013B,1197,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
528363,DDD,2014J,1193,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn
528420,DDD,2013B,661,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
528424,FFF,2013B,951,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,60,N,Fail
528432,BBB,2014J,417,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction
528464,BBB,2013J,251,F,South East Region,A Level or Equivalent,90-100%,0-35,2,60,N,Pass
528467,DDD,2013J,935,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
528506,CCC,2014J,425,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass
528506,FFF,2013J,2107,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass
528509,FFF,2013B,5262,M,West Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail
528515,GGG,2013J,1090,F,South West Region,Lower Than A Level,80-90%,35-55,0,30,N,Withdrawn
528517,FFF,2013B,3247,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
528535,DDD,2014J,304,M,West Midlands Region,Lower Than A Level,10-20,0-35,1,90,N,Withdrawn
528538,FFF,2014B,366,F,South East Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
528551,DDD,2013J,1945,F,North Region,A Level or Equivalent,?,0-35,0,120,N,Pass
528559,FFF,2013J,2344,M,North Region,No Formal quals,?,0-35,1,90,N,Pass
528642,DDD,2013B,134,F,Wales,Lower Than A Level,40-50%,0-35,0,130,N,Withdrawn
528649,BBB,2013B,391,M,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
528662,FFF,2013B,3221,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
528698,BBB,2013B,1997,F,South East Region,Lower Than A Level,70-80%,35-55,0,120,N,Pass
528699,DDD,2014B,461,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn
528700,CCC,2014J,216,M,South Region,HE Qualification,80-90%,35-55,0,30,N,Withdrawn
528702,BBB,2014J,660,F,Wales,Lower Than A Level,20-30%,0-35,1,60,N,Fail
528713,FFF,2013B,1057,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
528713,FFF,2014B,307,M,London Region,Lower Than A Level,0-10%,0-35,1,60,N,Fail
528734,FFF,2013B,7498,M,South East Region,Lower Than A Level,60-70%,0-35,1,120,N,Pass
528782,FFF,2013B,1023,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
528822,DDD,2014B,24,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
528846,DDD,2013B,5430,M,Ireland,HE Qualification,?,35-55,1,120,N,Fail
528892,CCC,2014B,707,M,South West Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
528892,DDD,2013J,636,M,South West Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
528904,BBB,2013B,1278,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
528918,BBB,2013B,60,F,East Midlands Region,Lower Than A Level,20-30%,35-55,1,120,N,Withdrawn
528923,DDD,2013B,1401,M,North Western Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail
528961,EEE,2013J,31,F,Scotland,A Level or Equivalent,80-90%,0-35,0,30,N,Fail
528971,DDD,2013J,2120,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
528992,FFF,2013B,3147,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass
528996,FFF,2013B,43,F,North Western Region,No Formal quals,0-10%,0-35,0,120,N,Withdrawn
529000,BBB,2013J,28,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,Y,Fail
529025,CCC,2014B,1624,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
529025,DDD,2013B,2735,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
529030,FFF,2013B,2038,M,London Region,A Level or Equivalent,30-40%,0-35,1,120,N,Pass
529065,BBB,2013B,1335,F,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
529073,CCC,2014B,298,M,North Western Region,Lower Than A Level,60-70%,0-35,0,90,N,Withdrawn
529073,DDD,2013J,504,M,North Western Region,Lower Than A Level,60-70%,0-35,0,100,N,Withdrawn
529078,CCC,2014B,1519,M,South Region,HE Qualification,60-70%,0-35,0,60,N,Fail
529078,DDD,2013B,1029,M,South Region,HE Qualification,60-70%,0-35,0,60,N,Pass
529097,FFF,2013B,3540,M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
529153,CCC,2014B,206,M,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Withdrawn
529163,BBB,2013J,12,F,South Region,Lower Than A Level,40-50%,0-35,1,60,N,Withdrawn
529174,BBB,2013B,329,F,Wales,Lower Than A Level,90-100%,0-35,1,120,N,Fail
529175,FFF,2013B,2763,M,North Western Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail
529179,CCC,2014J,1,M,Wales,Lower Than A Level,0-10%,35-55,0,90,N,Withdrawn
529190,DDD,2014B,2663,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
529197,FFF,2013J,2197,M,North Region,A Level or Equivalent,?,35-55,1,120,N,Pass
529201,FFF,2013J,1608,M,Scotland,HE Qualification,10-20,0-35,0,90,N,Pass
529211,FFF,2013J,216,M,Scotland,A Level or Equivalent,70-80%,0-35,1,60,N,Fail
529212,BBB,2013B,341,F,West Midlands Region,Lower Than A Level,40-50%,0-35,1,180,N,Pass
529226,DDD,2013J,483,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,60,N,Fail
529240,FFF,2013B,5094,M,Scotland,A Level or Equivalent,0-10%,0-35,1,120,N,Pass
529287,EEE,2014J,785,M,Scotland,Lower Than A Level,40-50%,0-35,0,90,Y,Withdrawn
529297,FFF,2013B,1821,M,West Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Pass
529304,EEE,2014B,423,M,London Region,A Level or Equivalent,10-20,0-35,1,90,Y,Pass
529309,CCC,2014J,183,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn
529309,FFF,2013J,2134,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,60,N,Pass
529349,FFF,2013B,7555,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,1,150,N,Distinction
529366,FFF,2013B,4457,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,150,N,Pass
529381,FFF,2013B,1797,M,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
529383,BBB,2013B,202,F,Scotland,HE Qualification,80-90%,35-55,1,150,N,Fail
529390,FFF,2014B,3,M,South West Region,Lower Than A Level,90-100%,0-35,1,60,N,Withdrawn
529404,DDD,2013B,1483,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
529412,FFF,2013B,756,M,East Midlands Region,Lower Than A Level,80-90%,0-35,1,180,N,Fail
529434,CCC,2014B,540,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass
529438,BBB,2014B,188,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
529446,BBB,2013B,781,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
529452,BBB,2013B,947,F,Wales,A Level or Equivalent,90-100%,35-55,0,75,N,Fail
529458,FFF,2014B,556,M,Ireland,Lower Than A Level,?,35-55,1,60,N,Withdrawn
529486,FFF,2013B,4169,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,90,N,Pass
529490,FFF,2013J,851,M,Scotland,HE Qualification,90-100%,0-35,0,60,N,Withdrawn
529493,FFF,2013B,5946,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,Y,Pass
529502,BBB,2013B,3139,F,Wales,HE Qualification,30-40%,35-55,0,60,N,Pass
529503,EEE,2013J,686,M,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
529509,EEE,2013J,248,M,Scotland,A Level or Equivalent,30-40%,0-35,0,30,N,Fail
529512,CCC,2014J,41,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
529512,EEE,2013J,1222,M,Scotland,A Level or Equivalent,30-40%,0-35,0,30,N,Pass
529522,DDD,2013J,267,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
529525,DDD,2013B,84,F,North Western Region,Lower Than A Level,50-60%,0-35,1,120,N,Withdrawn
529550,CCC,2014J,844,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,30,N,Withdrawn
529561,FFF,2013B,2222,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction
529563,FFF,2013B,1450,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
529565,FFF,2013B,2095,M,South West Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
529566,FFF,2013B,1987,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
529567,FFF,2013B,1937,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction
529569,FFF,2013B,3196,F,London Region,No Formal quals,60-70%,0-35,0,120,N,Pass
529572,FFF,2013B,74,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail
529597,BBB,2013J,109,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,Y,Fail
529644,FFF,2013B,2547,M,South Region,A Level or Equivalent,50-60%,0-35,1,120,N,Pass
529670,EEE,2014J,2682,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
529684,FFF,2013J,2291,F,North Western Region,Lower Than A Level,10-20,35-55,0,90,Y,Fail
529689,FFF,2013B,5283,M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Pass
529693,FFF,2014J,3738,M,Scotland,Lower Than A Level,30-40%,35-55,1,60,N,Pass
529723,CCC,2014J,170,M,South West Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn
529723,FFF,2013J,3315,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
529760,DDD,2013B,189,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Fail
529762,FFF,2013B,5079,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
529789,DDD,2013B,132,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
529789,DDD,2014J,25,M,East Anglian Region,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn
529795,BBB,2013J,115,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Fail
529834,FFF,2013B,4776,M,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
529862,FFF,2013J,3763,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,1,60,N,Distinction
529863,DDD,2013B,1139,M,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Pass
529864,FFF,2013B,3142,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail
529868,DDD,2013J,1230,F,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
529870,FFF,2013B,4031,M,North Region,A Level or Equivalent,60-70%,35-55,1,120,N,Distinction
529871,FFF,2013B,4949,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,150,N,Pass
529877,DDD,2013B,19,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,Y,Withdrawn
529885,DDD,2014J,3,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,150,N,Withdrawn
529975,CCC,2014J,142,M,Ireland,Lower Than A Level,10-20,0-35,0,30,N,Fail
529991,FFF,2013B,3388,M,South Region,Lower Than A Level,80-90%,35-55,1,120,N,Fail
529991,FFF,2014J,2344,M,South Region,Lower Than A Level,80-90%,35-55,4,60,N,Pass
530021,BBB,2013J,239,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
530021,BBB,2014J,359,F,London Region,A Level or Equivalent,40-50%,0-35,1,60,N,Withdrawn
530043,FFF,2013J,3310,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
530057,FFF,2013B,3730,M,South Region,Lower Than A Level,30-40%,0-35,0,90,N,Pass
530065,BBB,2013B,170,F,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,180,N,Pass
530087,EEE,2014J,1515,M,North Western Region,HE Qualification,80-90%,0-35,0,90,N,Pass
530112,BBB,2013J,3,F,Scotland,Lower Than A Level,40-50%,0-35,1,60,N,Fail
530113,CCC,2014B,192,M,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
530148,FFF,2014J,1359,M,Scotland,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn
530153,BBB,2013B,404,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Fail
530159,FFF,2013J,2249,M,East Anglian Region,A Level or Equivalent,10-20,0-35,1,60,N,Pass
530172,EEE,2013J,482,M,South West Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
530196,FFF,2014B,4700,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
530226,BBB,2013B,362,F,North Western Region,A Level or Equivalent,0-10%,0-35,1,120,Y,Pass
530234,DDD,2013B,1289,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
530245,BBB,2013B,71,F,West Midlands Region,A Level or Equivalent,10-20,35-55,1,120,N,Withdrawn
530266,BBB,2013B,103,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Fail
530270,DDD,2013J,55,M,South Region,A Level or Equivalent,50-60%,0-35,1,180,N,Withdrawn
530296,FFF,2013B,4545,M,South Region,A Level or Equivalent,40-50%,0-35,1,120,N,Pass
530344,FFF,2013B,6848,F,Scotland,A Level or Equivalent,10-20,35-55,0,75,N,Pass
530360,EEE,2013J,1833,M,South Region,Lower Than A Level,70-80%,35-55,0,30,N,Fail
530398,BBB,2013B,5,F,East Anglian Region,Lower Than A Level,10-20,35-55,1,120,N,Withdrawn
530445,FFF,2013B,3325,F,London Region,Post Graduate Qualification,20-30%,35-55,0,60,N,Distinction
530481,CCC,2014B,9,M,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn
530487,BBB,2013J,1621,F,London Region,HE Qualification,40-50%,0-35,0,60,N,Pass
530493,BBB,2013B,183,F,London Region,Lower Than A Level,0-10%,35-55,1,180,N,Fail
530514,BBB,2013J,218,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Pass
